19924#,structure_9
1454#,neighborhood_1
3130#,neighborhood_2
4934#,neighborhood_3
6871#,neighborhood_4
8890#,neighborhood_5
10964#,neighborhood_6
13050#,neighborhood_7
15140#,neighborhood_8
17230#,neighborhood_9
19269#,structure_2
19320#,structure_3
19407#,structure_4
19509#,structure_5
19613#,structure_6
19717#,structure_7
19821#,structure_8
19925#,structure_9
1455#,neighborhood_1
3131#,neighborhood_2
4935#,neighborhood_3
6872#,neighborhood_4
8891#,neighborhood_5
10965#,neighborhood_6
13051#,neighborhood_7
15141#,neighborhood_8
17231#,neighborhood_9
19270#,structure_2
19321#,structure_3
19408#,structure_4
19510#,structure_5
19614#,structure_6
19718#,structure_7
19822#,structure_8
19926#,structure_9
1456#,neighborhood_1
3132#,neighborhood_2
4936#,neighborhood_3
6873#,neighborhood_4
8892#,neighborhood_5
10966#,neighborhood_6
13052#,neighborhood_7
15142#,neighborhood_8
17232#,neighborhood_9
19271#,structure_2
19322#,structure_3
19409#,structure_4
19511#,structure_5
19615#,structure_6
19719#,structure_7
19823#,structure_8
19927#,structure_9
1457#,neighborhood_1
3133#,neighborhood_2
4937#,neighborhood_3
6874#,neighborhood_4
8893#,neighborhood_5
10967#,neighborhood_6
13053#,neighborhood_7
15143#,neighborhood_8
17233#,neighborhood_9
19323#,structure_3
19410#,structure_4
19512#,structure_5
19616#,structure_6
19720#,structure_7
19824#,structure_8
19928#,structure_9
1458#,neighborhood_1
3134#,neighborhood_2
4938#,neighborhood_3
6875#,neighborhood_4
8894#,neighborhood_5
10968#,neighborhood_6
13054#,neighborhood_7
15144#,neighborhood_8
17234#,neighborhood_9
1581#,neighborhood_1
3267#,neighborhood_2
5084#,neighborhood_3
7030#,neighborhood_4
9055#,neighborhood_5
11129#,neighborhood_6
13215#,neighborhood_7
15305#,neighborhood_8
17395#,neighborhood_9
19411#,structure_4
19513#,structure_5
19617#,structure_6
19721#,structure_7
19825#,structure_8
19929#,structure_9
1582#,neighborhood_1
3268#,neighborhood_2
5085#,neighborhood_3
7031#,neighborhood_4
9056#,neighborhood_5
11130#,neighborhood_6
13216#,neighborhood_7
15306#,neighborhood_8
17396#,neighborhood_9
19324#,structure_3
19412#,structure_4
19514#,structure_5
19618#,structure_6
19722#,structure_7
19826#,structure_8
19930#,structure_9
1583#,neighborhood_1
3269#,neighborhood_2
5086#,neighborhood_3
7032#,neighborhood_4
9057#,neighborhood_5
11131#,neighborhood_6
13217#,neighborhood_7
15307#,neighborhood_8
17397#,neighborhood_9
19272#,structure_2
19325#,structure_3
19413#,structure_4
19515#,structure_5
19619#,structure_6
19723#,structure_7
19827#,structure_8
19931#,structure_9
1584#,neighborhood_1
3270#,neighborhood_2
5087#,neighborhood_3
7033#,neighborhood_4
9058#,neighborhood_5
11132#,neighborhood_6
13218#,neighborhood_7
15308#,neighborhood_8
17398#,neighborhood_9
19326#,structure_3
19414#,structure_4
19516#,structure_5
19620#,structure_6
19724#,structure_7
19828#,structure_8
19932#,structure_9
1585#,neighborhood_1
3271#,neighborhood_2
5088#,neighborhood_3
7034#,neighborhood_4
9059#,neighborhood_5
11133#,neighborhood_6
13219#,neighborhood_7
15309#,neighborhood_8
17399#,neighborhood_9
19327#,structure_3
19415#,structure_4
19517#,structure_5
19621#,structure_6
19725#,structure_7
19829#,structure_8
19933#,structure_9
1586#,neighborhood_1
3272#,neighborhood_2
5089#,neighborhood_3
7035#,neighborhood_4
9060#,neighborhood_5
11134#,neighborhood_6
13220#,neighborhood_7
15310#,neighborhood_8
17400#,neighborhood_9
19416#,structure_4
19518#,structure_5
19622#,structure_6
19726#,structure_7
19830#,structure_8
19934#,structure_9
1587#,neighborhood_1
3273#,neighborhood_2
5090#,neighborhood_3
7036#,neighborhood_4
9061#,neighborhood_5
11135#,neighborhood_6
13221#,neighborhood_7
15311#,neighborhood_8
17401#,neighborhood_9
19273#,structure_2
19328#,structure_3
19417#,structure_4
19519#,structure_5
19623#,structure_6
19727#,structure_7
19831#,structure_8
19935#,structure_9
1588#,neighborhood_1
3274#,neighborhood_2
5091#,neighborhood_3
7037#,neighborhood_4
9062#,neighborhood_5
11136#,neighborhood_6
13222#,neighborhood_7
15312#,neighborhood_8
17402#,neighborhood_9
19329#,structure_3
19418#,structure_4
19520#,structure_5
19624#,structure_6
19728#,structure_7
19832#,structure_8
19936#,structure_9
1589#,neighborhood_1
3275#,neighborhood_2
5092#,neighborhood_3
7038#,neighborhood_4
9063#,neighborhood_5
11137#,neighborhood_6
13223#,neighborhood_7
15313#,neighborhood_8
17403#,neighborhood_9
19274#,structure_2
19330#,structure_3
19419#,structure_4
19521#,structure_5
19625#,structure_6
19729#,structure_7
19833#,structure_8
19937#,structure_9
1590#,neighborhood_1
3276#,neighborhood_2
5093#,neighborhood_3
7039#,neighborhood_4
9064#,neighborhood_5
11138#,neighborhood_6
13224#,neighborhood_7
15314#,neighborhood_8
17404#,neighborhood_9
19331#,structure_3
19420#,structure_4
19522#,structure_5
19626#,structure_6
19730#,structure_7
19834#,structure_8
19938#,structure_9
1783#,neighborhood_1
3483#,neighborhood_2
5322#,neighborhood_3
7284#,neighborhood_4
9317#,neighborhood_5
11391#,neighborhood_6
13477#,neighborhood_7
15567#,neighborhood_8
17657#,neighborhood_9
19252#,structure_1
19275#,structure_2
19332#,structure_3
19421#,structure_4
19523#,structure_5
19627#,structure_6
19731#,structure_7
19835#,structure_8
19939#,structure_9
1784#,neighborhood_1
3484#,neighborhood_2
5323#,neighborhood_3
7285#,neighborhood_4
9318#,neighborhood_5
11392#,neighborhood_6
13478#,neighborhood_7
15568#,neighborhood_8
17658#,neighborhood_9
19253#,structure_1
19276#,structure_2
19333#,structure_3
19422#,structure_4
19524#,structure_5
19628#,structure_6
19732#,structure_7
19836#,structure_8
19940#,structure_9
1785#,neighborhood_1
3485#,neighborhood_2
5324#,neighborhood_3
7286#,neighborhood_4
9319#,neighborhood_5
11393#,neighborhood_6
13479#,neighborhood_7
15569#,neighborhood_8
17659#,neighborhood_9
19277#,structure_2
19334#,structure_3
19423#,structure_4
19525#,structure_5
19629#,structure_6
19733#,structure_7
19837#,structure_8
19941#,structure_9
1786#,neighborhood_1
3486#,neighborhood_2
5325#,neighborhood_3
7287#,neighborhood_4
9320#,neighborhood_5
11394#,neighborhood_6
13480#,neighborhood_7
15570#,neighborhood_8
17660#,neighborhood_9
19335#,structure_3
19424#,structure_4
19526#,structure_5
19630#,structure_6
19734#,structure_7
19838#,structure_8
19942#,structure_9
1787#,neighborhood_1
3487#,neighborhood_2
5326#,neighborhood_3
7288#,neighborhood_4
9321#,neighborhood_5
11395#,neighborhood_6
13481#,neighborhood_7
15571#,neighborhood_8
17661#,neighborhood_9
19425#,structure_4
19527#,structure_5
19631#,structure_6
19735#,structure_7
19839#,structure_8
19943#,structure_9
1788#,neighborhood_1
3488#,neighborhood_2
5327#,neighborhood_3
7289#,neighborhood_4
9322#,neighborhood_5
11396#,neighborhood_6
13482#,neighborhood_7
15572#,neighborhood_8
17662#,neighborhood_9
19278#,structure_2
19336#,structure_3
19426#,structure_4
19528#,structure_5
19632#,structure_6
19736#,structure_7
19840#,structure_8
19944#,structure_9
1789#,neighborhood_1
3489#,neighborhood_2
5328#,neighborhood_3
7290#,neighborhood_4
9323#,neighborhood_5
11397#,neighborhood_6
13483#,neighborhood_7
15573#,neighborhood_8
17663#,neighborhood_9
19279#,structure_2
19337#,structure_3
19427#,structure_4
19529#,structure_5
19633#,structure_6
19737#,structure_7
19841#,structure_8
19945#,structure_9
1790#,neighborhood_1
3490#,neighborhood_2
5329#,neighborhood_3
7291#,neighborhood_4
9324#,neighborhood_5
11398#,neighborhood_6
13484#,neighborhood_7
15574#,neighborhood_8
17664#,neighborhood_9
19280#,structure_2
19338#,structure_3
19428#,structure_4
19530#,structure_5
19634#,structure_6
19738#,structure_7
19842#,structure_8
19946#,structure_9
1791#,neighborhood_1
3491#,neighborhood_2
5330#,neighborhood_3
7292#,neighborhood_4
9325#,neighborhood_5
11399#,neighborhood_6
13485#,neighborhood_7
15575#,neighborhood_8
17665#,neighborhood_9
19339#,structure_3
19429#,structure_4
19531#,structure_5
19635#,structure_6
19739#,structure_7
19843#,structure_8
19947#,structure_9
1792#,neighborhood_1
3492#,neighborhood_2
5331#,neighborhood_3
7293#,neighborhood_4
9326#,neighborhood_5
11400#,neighborhood_6
13486#,neighborhood_7
15576#,neighborhood_8
17666#,neighborhood_9
19281#,structure_2
19340#,structure_3
19430#,structure_4
19532#,structure_5
19636#,structure_6
19740#,structure_7
19844#,structure_8
19948#,structure_9
1793#,neighborhood_1
3493#,neighborhood_2
5332#,neighborhood_3
7294#,neighborhood_4
9327#,neighborhood_5
11401#,neighborhood_6
13487#,neighborhood_7
15577#,neighborhood_8
17667#,neighborhood_9
19254#,structure_1
19282#,structure_2
19341#,structure_3
19431#,structure_4
19533#,structure_5
19637#,structure_6
19741#,structure_7
19845#,structure_8
19949#,structure_9
2052#,neighborhood_1
3774#,neighborhood_2
5632#,neighborhood_3
7608#,neighborhood_4
9654#,neighborhood_5
11734#,neighborhood_6
13822#,neighborhood_7
15912#,neighborhood_8
18002#,neighborhood_9
19432#,structure_4
19534#,structure_5
19638#,structure_6
19742#,structure_7
19846#,structure_8
19950#,structure_9
2053#,neighborhood_1
3775#,neighborhood_2
5633#,neighborhood_3
7609#,neighborhood_4
9655#,neighborhood_5
11735#,neighborhood_6
13823#,neighborhood_7
15913#,neighborhood_8
18003#,neighborhood_9
19342#,structure_3
19433#,structure_4
19535#,structure_5
19639#,structure_6
19743#,structure_7
19847#,structure_8
19951#,structure_9
2054#,neighborhood_1
3776#,neighborhood_2
5634#,neighborhood_3
7610#,neighborhood_4
9656#,neighborhood_5
11736#,neighborhood_6
13824#,neighborhood_7
15914#,neighborhood_8
18004#,neighborhood_9
19283#,structure_2
19343#,structure_3
19434#,structure_4
19536#,structure_5
19640#,structure_6
19744#,structure_7
19848#,structure_8
19952#,structure_9
2055#,neighborhood_1
3777#,neighborhood_2
5635#,neighborhood_3
7611#,neighborhood_4
9657#,neighborhood_5
11737#,neighborhood_6
13825#,neighborhood_7
15915#,neighborhood_8
18005#,neighborhood_9
19344#,structure_3
19435#,structure_4
19537#,structure_5
19641#,structure_6
19745#,structure_7
19849#,structure_8
19953#,structure_9
2056#,neighborhood_1
3778#,neighborhood_2
5636#,neighborhood_3
7612#,neighborhood_4
9658#,neighborhood_5
11738#,neighborhood_6
13826#,neighborhood_7
15916#,neighborhood_8
18006#,neighborhood_9
19436#,structure_4
19538#,structure_5
19642#,structure_6
19746#,structure_7
19850#,structure_8
19954#,structure_9
2104#,neighborhood_1
3831#,neighborhood_2
5693#,neighborhood_3
7671#,neighborhood_4
9717#,neighborhood_5
11797#,neighborhood_6
13885#,neighborhood_7
15975#,neighborhood_8
18065#,neighborhood_9
19284#,structure_2
19345#,structure_3
19437#,structure_4
19539#,structure_5
19643#,structure_6
19747#,structure_7
19851#,structure_8
19955#,structure_9
2105#,neighborhood_1
3832#,neighborhood_2
5694#,neighborhood_3
7672#,neighborhood_4
9718#,neighborhood_5
11798#,neighborhood_6
13886#,neighborhood_7
15976#,neighborhood_8
18066#,neighborhood_9
19285#,structure_2
19346#,structure_3
19438#,structure_4
19540#,structure_5
19644#,structure_6
19748#,structure_7
19852#,structure_8
19956#,structure_9
2106#,neighborhood_1
3833#,neighborhood_2
5695#,neighborhood_3
7673#,neighborhood_4
9719#,neighborhood_5
11799#,neighborhood_6
13887#,neighborhood_7
15977#,neighborhood_8
18067#,neighborhood_9
19347#,structure_3
19439#,structure_4
19541#,structure_5
19645#,structure_6
19749#,structure_7
19853#,structure_8
19957#,structure_9
2107#,neighborhood_1
3834#,neighborhood_2
5696#,neighborhood_3
7674#,neighborhood_4
9720#,neighborhood_5
11800#,neighborhood_6
13888#,neighborhood_7
15978#,neighborhood_8
18068#,neighborhood_9
19348#,structure_3
19440#,structure_4
19542#,structure_5
19646#,structure_6
19750#,structure_7
19854#,structure_8
19958#,structure_9
2108#,neighborhood_1
3835#,neighborhood_2
5697#,neighborhood_3
7675#,neighborhood_4
9721#,neighborhood_5
11801#,neighborhood_6
13889#,neighborhood_7
15979#,neighborhood_8
18069#,neighborhood_9
19441#,structure_4
19543#,structure_5
19647#,structure_6
19751#,structure_7
19855#,structure_8
19959#,structure_9
2109#,neighborhood_1
3836#,neighborhood_2
5698#,neighborhood_3
7676#,neighborhood_4
9722#,neighborhood_5
11802#,neighborhood_6
13890#,neighborhood_7
15980#,neighborhood_8
18070#,neighborhood_9
19544#,structure_5
19648#,structure_6
19752#,structure_7
19856#,structure_8
19960#,structure_9
2110#,neighborhood_1
3837#,neighborhood_2
5699#,neighborhood_3
7677#,neighborhood_4
9723#,neighborhood_5
11803#,neighborhood_6
13891#,neighborhood_7
15981#,neighborhood_8
18071#,neighborhood_9
19349#,structure_3
19442#,structure_4
19545#,structure_5
19649#,structure_6
19753#,structure_7
19857#,structure_8
19961#,structure_9
2153#,neighborhood_1
3880#,neighborhood_2
5742#,neighborhood_3
7720#,neighborhood_4
9766#,neighborhood_5
11846#,neighborhood_6
13934#,neighborhood_7
16024#,neighborhood_8
18114#,neighborhood_9
19350#,structure_3
19443#,structure_4
19546#,structure_5
19650#,structure_6
19754#,structure_7
19858#,structure_8
19962#,structure_9
2154#,neighborhood_1
3881#,neighborhood_2
5743#,neighborhood_3
7721#,neighborhood_4
9767#,neighborhood_5
11847#,neighborhood_6
13935#,neighborhood_7
16025#,neighborhood_8
18115#,neighborhood_9
19286#,structure_2
19351#,structure_3
19444#,structure_4
19547#,structure_5
19651#,structure_6
19755#,structure_7
19859#,structure_8
19963#,structure_9
2155#,neighborhood_1
3882#,neighborhood_2
5744#,neighborhood_3
7722#,neighborhood_4
9768#,neighborhood_5
11848#,neighborhood_6
13936#,neighborhood_7
16026#,neighborhood_8
18116#,neighborhood_9
19352#,structure_3
19445#,structure_4
19548#,structure_5
19652#,structure_6
19756#,structure_7
19860#,structure_8
19964#,structure_9
2156#,neighborhood_1
3883#,neighborhood_2
5745#,neighborhood_3
7723#,neighborhood_4
9769#,neighborhood_5
11849#,neighborhood_6
13937#,neighborhood_7
16027#,neighborhood_8
18117#,neighborhood_9
19446#,structure_4
19549#,structure_5
19653#,structure_6
19757#,structure_7
19861#,structure_8
19965#,structure_9
2215#,neighborhood_1
3954#,neighborhood_2
5824#,neighborhood_3
7808#,neighborhood_4
9859#,neighborhood_5
11941#,neighborhood_6
14029#,neighborhood_7
16119#,neighborhood_8
18209#,neighborhood_9
19447#,structure_4
19550#,structure_5
19654#,structure_6
19758#,structure_7
19862#,structure_8
19966#,structure_9
2216#,neighborhood_1
3955#,neighborhood_2
5825#,neighborhood_3
7809#,neighborhood_4
9860#,neighborhood_5
11942#,neighborhood_6
14030#,neighborhood_7
16120#,neighborhood_8
18210#,neighborhood_9
19353#,structure_3
19448#,structure_4
19551#,structure_5
19655#,structure_6
19759#,structure_7
19863#,structure_8
19967#,structure_9
2217#,neighborhood_1
3956#,neighborhood_2
5826#,neighborhood_3
7810#,neighborhood_4
9861#,neighborhood_5
11943#,neighborhood_6
14031#,neighborhood_7
16121#,neighborhood_8
18211#,neighborhood_9
19287#,structure_2
19354#,structure_3
19449#,structure_4
19552#,structure_5
19656#,structure_6
19760#,structure_7
19864#,structure_8
19968#,structure_9
2218#,neighborhood_1
3957#,neighborhood_2
5827#,neighborhood_3
7811#,neighborhood_4
9862#,neighborhood_5
11944#,neighborhood_6
14032#,neighborhood_7
16122#,neighborhood_8
18212#,neighborhood_9
19288#,structure_2
19355#,structure_3
19450#,structure_4
19553#,structure_5
19657#,structure_6
19761#,structure_7
19865#,structure_8
19969#,structure_9
2219#,neighborhood_1
3958#,neighborhood_2
5828#,neighborhood_3
7812#,neighborhood_4
9863#,neighborhood_5
11945#,neighborhood_6
14033#,neighborhood_7
16123#,neighborhood_8
18213#,neighborhood_9
19356#,structure_3
19451#,structure_4
19554#,structure_5
19658#,structure_6
19762#,structure_7
19866#,structure_8
19970#,structure_9
2220#,neighborhood_1
3959#,neighborhood_2
5829#,neighborhood_3
7813#,neighborhood_4
9864#,neighborhood_5
11946#,neighborhood_6
14034#,neighborhood_7
16124#,neighborhood_8
18214#,neighborhood_9
19357#,structure_3
19452#,structure_4
19555#,structure_5
19659#,structure_6
19763#,structure_7
19867#,structure_8
19971#,structure_9
2221#,neighborhood_1
3960#,neighborhood_2
5830#,neighborhood_3
7814#,neighborhood_4
9865#,neighborhood_5
11947#,neighborhood_6
14035#,neighborhood_7
16125#,neighborhood_8
18215#,neighborhood_9
19358#,structure_3
19453#,structure_4
19556#,structure_5
19660#,structure_6
19764#,structure_7
19868#,structure_8
19972#,structure_9
2222#,neighborhood_1
3961#,neighborhood_2
5831#,neighborhood_3
7815#,neighborhood_4
9866#,neighborhood_5
11948#,neighborhood_6
14036#,neighborhood_7
16126#,neighborhood_8
18216#,neighborhood_9
19454#,structure_4
19557#,structure_5
19661#,structure_6
19765#,structure_7
19869#,structure_8
19973#,structure_9
2223#,neighborhood_1
3962#,neighborhood_2
5832#,neighborhood_3
7816#,neighborhood_4
9867#,neighborhood_5
11949#,neighborhood_6
14037#,neighborhood_7
16127#,neighborhood_8
18217#,neighborhood_9
19558#,structure_5
19662#,structure_6
19766#,structure_7
19870#,structure_8
19974#,structure_9
2224#,neighborhood_1
3963#,neighborhood_2
5833#,neighborhood_3
7817#,neighborhood_4
9868#,neighborhood_5
11950#,neighborhood_6
14038#,neighborhood_7
16128#,neighborhood_8
18218#,neighborhood_9
19359#,structure_3
19455#,structure_4
19559#,structure_5
19663#,structure_6
19767#,structure_7
19871#,structure_8
19975#,structure_9
2481#,neighborhood_1
4245#,neighborhood_2
6137#,neighborhood_3
8135#,neighborhood_4
10195#,neighborhood_5
12281#,neighborhood_6
14371#,neighborhood_7
16461#,neighborhood_8
18551#,neighborhood_9
19289#,structure_2
19360#,structure_3
19456#,structure_4
19560#,structure_5
19664#,structure_6
19768#,structure_7
19872#,structure_8
19976#,structure_9
2482#,neighborhood_1
4246#,neighborhood_2
6138#,neighborhood_3
8136#,neighborhood_4
10196#,neighborhood_5
12282#,neighborhood_6
14372#,neighborhood_7
16462#,neighborhood_8
18552#,neighborhood_9
19290#,structure_2
19361#,structure_3
19457#,structure_4
19561#,structure_5
19665#,structure_6
19769#,structure_7
19873#,structure_8
19977#,structure_9
2483#,neighborhood_1
4247#,neighborhood_2
6139#,neighborhood_3
8137#,neighborhood_4
10197#,neighborhood_5
12283#,neighborhood_6
14373#,neighborhood_7
16463#,neighborhood_8
18553#,neighborhood_9
19291#,structure_2
19362#,structure_3
19458#,structure_4
19562#,structure_5
19666#,structure_6
19770#,structure_7
19874#,structure_8
19978#,structure_9
2484#,neighborhood_1
4248#,neighborhood_2
6140#,neighborhood_3
8138#,neighborhood_4
10198#,neighborhood_5
12284#,neighborhood_6
14374#,neighborhood_7
16464#,neighborhood_8
18554#,neighborhood_9
19363#,structure_3
19459#,structure_4
19563#,structure_5
19667#,structure_6
19771#,structure_7
19875#,structure_8
19979#,structure_9
2485#,neighborhood_1
4249#,neighborhood_2
6141#,neighborhood_3
8139#,neighborhood_4
10199#,neighborhood_5
12285#,neighborhood_6
14375#,neighborhood_7
16465#,neighborhood_8
18555#,neighborhood_9
19364#,structure_3
19460#,structure_4
19564#,structure_5
19668#,structure_6
19772#,structure_7
19876#,structure_8
19980#,structure_9
2486#,neighborhood_1
4250#,neighborhood_2
6142#,neighborhood_3
8140#,neighborhood_4
10200#,neighborhood_5
12286#,neighborhood_6
14376#,neighborhood_7
16466#,neighborhood_8
18556#,neighborhood_9
19365#,structure_3
19461#,structure_4
19565#,structure_5
19669#,structure_6
19773#,structure_7
19877#,structure_8
19981#,structure_9
2487#,neighborhood_1
4251#,neighborhood_2
6143#,neighborhood_3
8141#,neighborhood_4
10201#,neighborhood_5
12287#,neighborhood_6
14377#,neighborhood_7
16467#,neighborhood_8
18557#,neighborhood_9
19462#,structure_4
19566#,structure_5
19670#,structure_6
19774#,structure_7
19878#,structure_8
19982#,structure_9
2488#,neighborhood_1
4252#,neighborhood_2
6144#,neighborhood_3
8142#,neighborhood_4
10202#,neighborhood_5
12288#,neighborhood_6
14378#,neighborhood_7
16468#,neighborhood_8
18558#,neighborhood_9
19366#,structure_3
19463#,structure_4
19567#,structure_5
19671#,structure_6
19775#,structure_7
19879#,structure_8
19983#,structure_9
2613#,neighborhood_1
4388#,neighborhood_2
6294#,neighborhood_3
8301#,neighborhood_4
10367#,neighborhood_5
12453#,neighborhood_6
14543#,neighborhood_7
16633#,neighborhood_8
18723#,neighborhood_9
19367#,structure_3
19464#,structure_4
19568#,structure_5
19672#,structure_6
19776#,structure_7
19880#,structure_8
19984#,structure_9
2614#,neighborhood_1
4389#,neighborhood_2
6295#,neighborhood_3
8302#,neighborhood_4
10368#,neighborhood_5
12454#,neighborhood_6
14544#,neighborhood_7
16634#,neighborhood_8
18724#,neighborhood_9
19292#,structure_2
19368#,structure_3
19465#,structure_4
19569#,structure_5
19673#,structure_6
19777#,structure_7
19881#,structure_8
19985#,structure_9
2615#,neighborhood_1
4390#,neighborhood_2
6296#,neighborhood_3
8303#,neighborhood_4
10369#,neighborhood_5
12455#,neighborhood_6
14545#,neighborhood_7
16635#,neighborhood_8
18725#,neighborhood_9
19293#,structure_2
19369#,structure_3
19466#,structure_4
19570#,structure_5
19674#,structure_6
19778#,structure_7
19882#,structure_8
19986#,structure_9
2616#,neighborhood_1
4391#,neighborhood_2
6297#,neighborhood_3
8304#,neighborhood_4
